Day,Time (PST),Temp,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Conditions
2/25/2018,2:53 PM,   66.0 °F ,   35.1 °F ,32%,   30.10 in ,   10.0 mi ,WNW,   11.5 mph ,Clear
2/25/2018,3:53 PM,   64.0 °F ,   37.9 °F ,38%,   30.10 in ,   10.0 mi ,NW,   11.5 mph ,Clear
2/25/2018,4:53 PM,   61.0 °F ,   42.1 °F ,50%,   30.10 in ,   10.0 mi ,NNW,   12.7 mph ,Clear
2/25/2018,5:53 PM,   59.0 °F ,   34.0 °F ,39%,   30.11 in ,   10.0 mi ,NNW,   8.1 mph ,Clear
2/25/2018,6:53 PM,   57.9 °F ,   30.0 °F ,35%,   30.11 in ,   10.0 mi ,NNW,   9.2 mph ,Clear
2/25/2018,7:53 PM,   55.9 °F ,   30.0 °F ,37%,   30.12 in ,   10.0 mi ,North,   5.8 mph ,Clear
2/25/2018,8:53 PM,   54.0 °F ,   30.9 °F ,41%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
2/25/2018,9:53 PM,   51.1 °F ,   30.9 °F ,46%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
2/25/2018,10:53 PM,   48.0 °F ,   30.9 °F ,52%,   30.12 in ,   10.0 mi ,SE,   4.6 mph ,Clear
2/25/2018,11:53 PM,   48.0 °F ,   30.9 °F ,52%,   30.11 in ,   10.0 mi ,East,   5.8 mph ,Clear
2/26/2018,12:53 AM,   48.0 °F ,   33.1 °F ,56%,   30.09 in ,   10.0 mi ,ESE,   3.5 mph ,Clear
2/26/2018,1:53 AM,   46.9 °F ,   28.9 °F ,50%,   30.08 in ,   10.0 mi ,ESE,   4.6 mph ,Clear
2/26/2018,2:53 AM,   44.1 °F ,   28.0 °F ,53%,   30.06 in ,   10.0 mi ,East,   4.6 mph ,Clear
2/26/2018,3:53 AM,   46.0 °F ,   30.9 °F ,56%,   30.06 in ,   10.0 mi ,SE,   3.5 mph ,Clear
2/26/2018,4:53 AM,   43.0 °F ,   30.0 °F ,60%,   30.05 in ,   10.0 mi ,ESE,   3.5 mph ,Clear
2/26/2018,5:53 AM,   43.0 °F ,   28.0 °F ,56%,   30.06 in ,   10.0 mi ,Calm,Calm,Clear
2/26/2018,6:53 AM,   45.0 °F ,   26.1 °F ,48%,   30.07 in ,   10.0 mi ,Calm,Calm,Clear
2/26/2018,7:53 AM,   53.1 °F ,   26.1 °F ,35%,   30.07 in ,   10.0 mi ,ESE,   6.9 mph ,Clear
2/26/2018,8:53 AM,   55.9 °F ,   37.9 °F ,51%,   30.07 in ,   10.0 mi ,SE,   8.1 mph ,Clear
2/26/2018,9:53 AM,   60.1 °F ,   43.0 °F ,53%,   30.06 in ,   10.0 mi ,Variable,   6.9 mph ,Clear
2/26/2018,10:53 AM,   61.0 °F ,   43.0 °F ,52%,   30.05 in ,   10.0 mi ,SW,   6.9 mph ,Clear
2/26/2018,11:53 AM,   63.0 °F ,   45.0 °F ,52%,   30.02 in ,   10.0 mi ,SSW,   9.2 mph ,Clear
2/26/2018,12:53 PM,   62.1 °F ,   46.0 °F ,56%,   29.99 in ,   10.0 mi ,SW,   11.5 mph ,Scattered Clouds
2/26/2018,1:53 PM,   63.0 °F ,   46.9 °F ,56%,   29.97 in ,   10.0 mi ,SW,   9.2 mph ,Scattered Clouds
2/26/2018,2:53 PM,   63.0 °F ,   45.0 °F ,52%,   29.95 in ,   10.0 mi ,WSW,   10.4 mph ,Scattered Clouds
2/26/2018,3:53 PM,   61.0 °F ,   44.1 °F ,54%,   29.94 in ,   10.0 mi ,SW,   9.2 mph ,Partly Cloudy
2/26/2018,4:53 PM,   57.9 °F ,   45.0 °F ,62%,   29.94 in ,   10.0 mi ,WSW,   11.5 mph ,Partly Cloudy
2/26/2018,5:53 PM,   55.9 °F ,   46.0 °F ,69%,   29.94 in ,   10.0 mi ,WSW,   8.1 mph ,Mostly Cloudy
2/26/2018,6:53 PM,   55.9 °F ,   48.0 °F ,75%,   29.94 in ,   10.0 mi ,WSW,   4.6 mph ,Mostly Cloudy
2/26/2018,7:04 PM,   55.9 °F ,   46.9 °F ,72%,   29.94 in ,   10.0 mi ,West,   6.9 mph ,Mostly Cloudy
2/26/2018,7:12 PM,   55.0 °F ,   46.0 °F ,72%,   29.94 in ,   10.0 mi ,West,   10.4 mph ,Scattered Clouds
2/26/2018,7:53 PM,   55.0 °F ,   45.0 °F ,69%,   29.95 in ,   10.0 mi ,West,   4.6 mph ,Scattered Clouds
2/26/2018,8:10 PM,   55.0 °F ,   44.1 °F ,67%,   29.96 in ,   10.0 mi ,West,   6.9 mph ,Mostly Cloudy
2/26/2018,8:17 PM,   55.0 °F ,   44.1 °F ,67%,   29.96 in ,   10.0 mi ,West,   6.9 mph ,Mostly Cloudy
2/26/2018,8:53 PM,   55.0 °F ,   43.0 °F ,64%,   29.96 in ,   10.0 mi ,WSW,   8.1 mph ,Mostly Cloudy
2/26/2018,9:53 PM,   53.1 °F ,   43.0 °F ,69%,   29.95 in ,   10.0 mi ,West,   4.6 mph ,Clear
2/26/2018,10:53 PM,   53.1 °F ,   43.0 °F ,69%,   29.94 in ,   10.0 mi ,SSW,   4.6 mph ,Partly Cloudy
2/26/2018,11:53 PM,   51.1 °F ,   43.0 °F ,74%,   29.93 in ,   10.0 mi ,SE,   3.5 mph ,Clear
2/27/2018,12:53 AM,   52.0 °F ,   45.0 °F ,77%,   29.91 in ,   10.0 mi ,SE,   5.8 mph ,Overcast
2/27/2018,1:26 AM,   50.0 °F ,   46.9 °F ,89%,   29.93 in ,   2.5 mi ,WNW,   11.5 mph ,Heavy Rain
2/27/2018,1:37 AM,   50.0 °F ,   48.0 °F ,93%,   29.92 in ,   3.0 mi ,WNW,   11.5 mph ,Rain
2/27/2018,1:41 AM,   50.0 °F ,   48.0 °F ,93%,   29.92 in ,   4.0 mi ,WNW,   12.7 mph ,Rain
2/27/2018,1:53 AM,   48.9 °F ,   46.9 °F ,93%,   29.91 in ,   8.0 mi ,WNW,   15.0 mph ,Light Rain
2/27/2018,2:13 AM,   48.9 °F ,   46.9 °F ,93%,   29.91 in ,   10.0 mi ,West,   10.4 mph ,Overcast
2/27/2018,2:42 AM,   48.9 °F ,   46.9 °F ,93%,   29.92 in ,   3.0 mi ,WNW,   9.2 mph ,Rain
2/27/2018,2:53 AM,   48.9 °F ,   46.0 °F ,90%,   29.91 in ,   6.0 mi ,West,   10.4 mph ,Light Rain
2/27/2018,3:08 AM,   48.9 °F ,   46.0 °F ,90%,   29.92 in ,   5.0 mi ,West,   10.4 mph ,Rain
2/27/2018,3:53 AM,   48.9 °F ,   46.0 °F ,90%,   29.90 in ,   4.0 mi ,West,   5.8 mph ,Rain
2/27/2018,4:44 AM,   48.9 °F ,   46.0 °F ,90%,   29.91 in ,   8.0 mi ,Calm,Calm,Light Rain
2/27/2018,4:53 AM,   48.9 °F ,   46.0 °F ,90%,   29.91 in ,   10.0 mi ,Calm,Calm,Overcast
2/27/2018,5:16 AM,   50.0 °F ,   43.0 °F ,77%,   29.91 in ,   10.0 mi ,NW,   9.2 mph ,Overcast
2/27/2018,5:53 AM,   48.9 °F ,   41.0 °F ,74%,   29.92 in ,   8.0 mi ,West,   4.6 mph ,Light Rain
2/27/2018,6:27 AM,   48.9 °F ,   43.0 °F ,80%,   29.93 in ,   2.5 mi ,NW,   5.8 mph ,Heavy Rain
2/27/2018,6:34 AM,   48.0 °F ,   42.1 °F ,80%,   29.93 in ,   3.0 mi ,NNW,   3.5 mph ,Light Rain
2/27/2018,6:53 AM,   48.0 °F ,   43.0 °F ,83%,   29.93 in ,   6.0 mi ,NE,   5.8 mph ,Light Rain
2/27/2018,7:53 AM,   48.0 °F ,   45.0 °F ,89%,   29.96 in ,   10.0 mi ,East,   3.5 mph ,Partly Cloudy
2/27/2018,8:53 AM,   51.1 °F ,   42.1 °F ,71%,   29.97 in ,   10.0 mi ,West,   11.5 mph ,Mostly Cloudy
2/27/2018,9:53 AM,   52.0 °F ,   39.0 °F ,61%,   29.99 in ,   10.0 mi ,West,   5.8 mph ,Clear
2/27/2018,10:53 AM,   53.1 °F ,   37.9 °F ,57%,   30.01 in ,   10.0 mi ,SW,   5.8 mph ,Scattered Clouds
2/27/2018,11:53 AM,   54.0 °F ,   34.0 °F ,47%,   30.00 in ,   10.0 mi ,West,   4.6 mph ,Mostly Cloudy
2/27/2018,12:53 PM,   55.9 °F ,   34.0 °F ,44%,   29.98 in ,   10.0 mi ,WNW,   11.5 mph ,Partly Cloudy
2/27/2018,1:53 PM,   54.0 °F ,   33.1 °F ,45%,   29.97 in ,   10.0 mi ,WSW,   9.2 mph ,Scattered Clouds
2/27/2018,2:53 PM,   55.0 °F ,   33.1 °F ,43%,   29.99 in ,   10.0 mi ,WSW,   10.4 mph ,Scattered Clouds
2/27/2018,3:53 PM,   53.1 °F ,   37.9 °F ,57%,   30.00 in ,   10.0 mi ,SSW,   10.4 mph ,Mostly Cloudy
2/27/2018,4:53 PM,   52.0 °F ,   35.1 °F ,53%,   30.01 in ,   10.0 mi ,South,   8.1 mph ,Scattered Clouds
2/27/2018,5:53 PM,   51.1 °F ,   36.0 °F ,56%,   30.02 in ,   10.0 mi ,SSW,   6.9 mph ,Mostly Cloudy
2/27/2018,6:53 PM,   51.1 °F ,   37.0 °F ,59%,   30.03 in ,   10.0 mi ,West,   3.5 mph ,Scattered Clouds
2/27/2018,7:53 PM,   51.1 °F ,   37.9 °F ,61%,   30.04 in ,   10.0 mi ,Calm,Calm,Scattered Clouds
2/27/2018,8:53 PM,   48.9 °F ,   41.0 °F ,74%,   30.07 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
2/27/2018,9:53 PM,   48.0 °F ,   39.9 °F ,74%,   30.08 in ,   10.0 mi ,Calm,Calm,Partly Cloudy
2/27/2018,10:53 PM,   46.9 °F ,   39.9 °F ,77%,   30.08 in ,   10.0 mi ,Calm,Calm,Partly Cloudy
2/27/2018,11:53 PM,   46.0 °F ,   39.0 °F ,76%,   30.09 in ,   10.0 mi ,Calm,Calm,Clear
2/28/2018,12:53 AM,   45.0 °F ,   39.0 °F ,80%,   30.11 in ,   10.0 mi ,Calm,Calm,Clear
2/28/2018,1:53 AM,   42.1 °F ,   37.9 °F ,85%,   30.12 in ,   10.0 mi ,ESE,   3.5 mph ,Clear
2/28/2018,2:53 AM,   42.1 °F ,   37.9 °F ,85%,   30.13 in ,   10.0 mi ,East,   3.5 mph ,Clear
2/28/2018,3:53 AM,   41.0 °F ,   37.0 °F ,86%,   30.14 in ,   10.0 mi ,East,   3.5 mph ,Clear
2/28/2018,4:53 AM,   39.9 °F ,   37.0 °F ,89%,   30.15 in ,   10.0 mi ,ESE,   3.5 mph ,Clear
2/28/2018,5:53 AM,   39.9 °F ,   37.0 °F ,89%,   30.16 in ,   10.0 mi ,ESE,   3.5 mph ,Clear
2/28/2018,6:53 AM,   41.0 °F ,   37.0 °F ,86%,   30.19 in ,   10.0 mi ,East,   3.5 mph ,Clear
2/28/2018,7:53 AM,   46.9 °F ,   39.0 °F ,74%,   30.20 in ,   10.0 mi ,ESE,   6.9 mph ,Clear
2/28/2018,8:53 AM,   51.1 °F ,   37.9 °F ,61%,   30.22 in ,   10.0 mi ,ESE,   6.9 mph ,Clear
2/28/2018,9:53 AM,   55.0 °F ,   37.9 °F ,53%,   30.24 in ,   10.0 mi ,South,   3.5 mph ,Partly Cloudy
2/28/2018,10:53 AM,   57.0 °F ,   37.9 °F ,49%,   30.24 in ,   10.0 mi ,SW,   4.6 mph ,Scattered Clouds
2/28/2018,11:53 AM,   59.0 °F ,   39.9 °F ,49%,   30.23 in ,   10.0 mi ,SW,   10.4 mph ,Mostly Cloudy
2/28/2018,12:53 PM,   59.0 °F ,   39.9 °F ,49%,   30.22 in ,   10.0 mi ,SW,   8.1 mph ,Mostly Cloudy
2/28/2018,1:53 PM,   57.9 °F ,   39.0 °F ,49%,   30.20 in ,   10.0 mi ,SSW,   8.1 mph ,Partly Cloudy
2/28/2018,2:53 PM,   57.9 °F ,   39.0 °F ,49%,   30.20 in ,   10.0 mi ,WSW,   12.7 mph ,Clear
2/28/2018,3:53 PM,   57.9 °F ,   41.0 °F ,53%,   30.20 in ,   10.0 mi ,WSW,   11.5 mph ,Partly Cloudy
2/28/2018,4:53 PM,   55.9 °F ,   39.0 °F ,53%,   30.21 in ,   10.0 mi ,WSW,   9.2 mph ,Clear
2/28/2018,5:53 PM,   55.0 °F ,   41.0 °F ,59%,   30.21 in ,   10.0 mi ,West,   6.9 mph ,Partly Cloudy
2/28/2018,6:53 PM,   54.0 °F ,   42.1 °F ,64%,   30.22 in ,   10.0 mi ,West,   5.8 mph ,Clear
2/28/2018,7:53 PM,   54.0 °F ,   42.1 °F ,64%,   30.23 in ,   10.0 mi ,Calm,Calm,Scattered Clouds
2/28/2018,8:53 PM,   53.1 °F ,   42.1 °F ,66%,   30.25 in ,   10.0 mi ,Calm,Calm,Scattered Clouds
2/28/2018,9:53 PM,   51.1 °F ,   42.1 °F ,71%,   30.25 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
2/28/2018,10:53 PM,   48.9 °F ,   41.0 °F ,74%,   30.24 in ,   10.0 mi ,Calm,Calm,Scattered Clouds
2/28/2018,11:53 PM,   48.0 °F ,   42.1 °F ,80%,   30.23 in ,   10.0 mi ,Calm,Calm,Clear
3/1/2018,12:53 AM,   46.9 °F ,   42.1 °F ,83%,   30.23 in ,   10.0 mi ,NE,   3.5 mph ,Clear
3/1/2018,1:53 AM,   46.9 °F ,   41.0 °F ,80%,   30.21 in ,   10.0 mi ,Calm,Calm,Clear
3/1/2018,2:53 AM,   46.9 °F ,   41.0 °F ,80%,   30.18 in ,   10.0 mi ,Calm,Calm,Clear
3/1/2018,3:53 AM,   45.0 °F ,   39.9 °F ,82%,   30.18 in ,   10.0 mi ,East,   3.5 mph ,Clear
3/1/2018,4:53 AM,   45.0 °F ,   39.9 °F ,82%,   30.19 in ,   10.0 mi ,Calm,Calm,Clear
3/1/2018,5:53 AM,   44.1 °F ,   39.9 °F ,85%,   30.19 in ,   10.0 mi ,Calm,Calm,Clear
3/1/2018,6:53 AM,   45.0 °F ,   39.9 °F ,82%,   30.20 in ,   10.0 mi ,Calm,Calm,Clear
3/1/2018,7:53 AM,   48.9 °F ,   41.0 °F ,74%,   30.21 in ,   10.0 mi ,Calm,Calm,Clear
3/1/2018,8:53 AM,   55.0 °F ,   39.0 °F ,55%,   30.21 in ,   10.0 mi ,Calm,Calm,Clear
3/1/2018,9:53 AM,   57.0 °F ,   39.0 °F ,51%,   30.21 in ,   10.0 mi ,West,   8.1 mph ,Clear
3/1/2018,10:53 AM,   59.0 °F ,   39.9 °F ,49%,   30.21 in ,   10.0 mi ,NW,   8.1 mph ,Clear
3/1/2018,2:53 PM,   60.1 °F ,   41.0 °F ,49%,   30.12 in ,   10.0 mi ,NW,   10.4 mph ,Clear
3/1/2018,3:53 PM,   59.0 °F ,   42.1 °F ,53%,   30.12 in ,   10.0 mi ,WNW,   11.5 mph ,Clear
3/1/2018,4:53 PM,   57.0 °F ,   43.0 °F ,59%,   30.12 in ,   10.0 mi ,West,   11.5 mph ,Clear
3/1/2018,5:53 PM,   55.0 °F ,   44.1 °F ,67%,   30.13 in ,   10.0 mi ,NW,   8.1 mph ,Clear
3/1/2018,6:53 PM,   54.0 °F ,   45.0 °F ,72%,   30.14 in ,   10.0 mi ,NW,   5.8 mph ,Clear
3/1/2018,7:53 PM,   53.1 °F ,   45.0 °F ,74%,   30.15 in ,   10.0 mi ,North,   3.5 mph ,Clear
3/1/2018,8:53 PM,   53.1 °F ,   45.0 °F ,74%,   30.15 in ,   10.0 mi ,North,   3.5 mph ,Clear
3/1/2018,9:53 PM,   51.1 °F ,   44.1 °F ,77%,   30.15 in ,   10.0 mi ,NNE,   3.5 mph ,Clear
3/1/2018,10:53 PM,   48.9 °F ,   44.1 °F ,83%,   30.14 in ,   10.0 mi ,Calm,Calm,Clear
3/1/2018,11:53 PM,   48.9 °F ,   44.1 °F ,83%,   30.13 in ,   10.0 mi ,Calm,Calm,Clear
3/2/2018,12:53 AM,   48.9 °F ,   44.1 °F ,83%,   30.13 in ,   10.0 mi ,Calm,Calm,Clear
3/2/2018,1:53 AM,   46.9 °F ,   42.1 °F ,83%,   30.13 in ,   10.0 mi ,Calm,Calm,Clear
3/2/2018,2:53 AM,   45.0 °F ,   43.0 °F ,93%,   30.11 in ,   10.0 mi ,Calm,Calm,Clear
3/2/2018,3:53 AM,   45.0 °F ,   42.1 °F ,90%,   30.10 in ,   10.0 mi ,Calm,Calm,Clear
3/2/2018,4:53 AM,   46.0 °F ,   42.1 °F ,86%,   30.11 in ,   10.0 mi ,Calm,Calm,Clear
3/2/2018,5:53 AM,   45.0 °F ,   41.0 °F ,86%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
3/2/2018,6:53 AM,   45.0 °F ,   42.1 °F ,90%,   30.13 in ,   10.0 mi ,Calm,Calm,Clear
3/2/2018,7:53 AM,   51.1 °F ,   43.0 °F ,74%,   30.14 in ,   10.0 mi ,ESE,   4.6 mph ,Clear
3/2/2018,8:53 AM,   55.0 °F ,   44.1 °F ,67%,   30.13 in ,   10.0 mi ,ESE,   3.5 mph ,Clear
3/2/2018,9:53 AM,   60.1 °F ,   37.9 °F ,44%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
3/2/2018,10:53 AM,   63.0 °F ,   41.0 °F ,45%,   30.11 in ,   10.0 mi ,SW,   4.6 mph ,Partly Cloudy
3/2/2018,11:53 AM,   63.0 °F ,   45.0 °F ,52%,   30.09 in ,   10.0 mi ,West,   9.2 mph ,Clear
3/2/2018,12:53 PM,   64.0 °F ,   45.0 °F ,50%,   30.07 in ,   10.0 mi ,WSW,   10.4 mph ,Clear
3/2/2018,1:53 PM,   64.0 °F ,   44.1 °F ,48%,   30.06 in ,   10.0 mi ,WSW,   10.4 mph ,Clear
3/2/2018,2:53 PM,   63.0 °F ,   46.0 °F ,54%,   30.06 in ,   10.0 mi ,WSW,   10.4 mph ,Clear
3/2/2018,3:53 PM,   62.1 °F ,   46.0 °F ,56%,   30.05 in ,   10.0 mi ,West,   10.4 mph ,Clear
3/2/2018,4:53 PM,   60.1 °F ,   48.0 °F ,64%,   30.06 in ,   10.0 mi ,West,   9.2 mph ,Partly Cloudy
3/2/2018,5:53 PM,   57.9 °F ,   48.9 °F ,72%,   30.06 in ,   10.0 mi ,SW,   6.9 mph ,Partly Cloudy
3/2/2018,6:53 PM,   57.0 °F ,   50.0 °F ,77%,   30.07 in ,   10.0 mi ,SSW,   4.6 mph ,Clear
3/2/2018,7:53 PM,   57.0 °F ,   50.0 °F ,77%,   30.07 in ,   10.0 mi ,SSE,   3.5 mph ,Mostly Cloudy
3/2/2018,8:53 PM,   57.0 °F ,   50.0 °F ,77%,   30.07 in ,   10.0 mi ,South,   4.6 mph ,Overcast
3/2/2018,9:37 PM,   57.0 °F ,   50.0 °F ,77%,   30.07 in ,   10.0 mi ,SSE,   3.5 mph ,Overcast
3/2/2018,9:53 PM,   57.0 °F ,   50.0 °F ,77%,   30.06 in ,   10.0 mi ,SSE,   4.6 mph ,Overcast
3/2/2018,10:09 PM,   57.0 °F ,   50.0 °F ,77%,   30.06 in ,   10.0 mi ,SSE,   4.6 mph ,Overcast
3/2/2018,10:53 PM,   55.9 °F ,   50.0 °F ,80%,   30.05 in ,   10.0 mi ,ESE,   5.8 mph ,Mostly Cloudy
3/2/2018,11:53 PM,   55.9 °F ,   48.9 °F ,77%,   30.05 in ,   10.0 mi ,SE,   5.8 mph ,Overcast
3/3/2018,12:53 AM,   55.0 °F ,   50.0 °F ,83%,   30.05 in ,   2.5 mi ,SSE,   4.6 mph ,Light Rain
3/3/2018,1:53 AM,   53.1 °F ,   52.0 °F ,96%,   30.04 in ,   2.5 mi ,SSW,   5.8 mph ,Light Rain
3/3/2018,2:13 AM,   53.1 °F ,   52.0 °F ,96%,   30.05 in ,   2.0 mi ,ENE,   4.6 mph ,Light Rain
3/3/2018,2:23 AM,   53.1 °F ,   52.0 °F ,96%,   30.04 in ,   5.0 mi ,ESE,   4.6 mph ,Overcast
3/3/2018,2:53 AM,   53.1 °F ,   52.0 °F ,96%,   30.03 in ,   6.0 mi ,ESE,   6.9 mph ,Overcast
3/3/2018,3:19 AM,   53.1 °F ,   52.0 °F ,96%,   30.03 in ,   8.0 mi ,SE,   8.1 mph ,Overcast
3/3/2018,3:53 AM,   53.1 °F ,   52.0 °F ,96%,   30.03 in ,   9.0 mi ,SE,   4.6 mph ,Overcast
3/3/2018,4:53 AM,   53.1 °F ,   52.0 °F ,96%,   30.04 in ,   10.0 mi ,SSE,   4.6 mph ,Overcast
3/3/2018,5:53 AM,   54.0 °F ,   51.1 °F ,90%,   30.05 in ,   10.0 mi ,SSE,   4.6 mph ,Overcast
3/3/2018,6:38 AM,   54.0 °F ,   52.0 °F ,93%,   30.06 in ,   8.0 mi ,SE,   3.5 mph ,Overcast
3/3/2018,6:53 AM,   54.0 °F ,   52.0 °F ,93%,   30.06 in ,   8.0 mi ,SE,   5.8 mph ,Overcast
3/3/2018,7:53 AM,   55.0 °F ,   52.0 °F ,89%,   30.07 in ,   8.0 mi ,SSE,   6.9 mph ,Overcast
3/3/2018,8:53 AM,   57.0 °F ,   53.1 °F ,87%,   30.08 in ,   10.0 mi ,South,   8.1 mph ,Overcast
3/3/2018,9:08 AM,   57.0 °F ,   53.1 °F ,87%,   30.08 in ,   10.0 mi ,SSE,   8.1 mph ,Overcast
3/3/2018,9:24 AM,   55.9 °F ,   53.1 °F ,90%,   30.10 in ,   1.5 mi ,WSW,   12.7 mph ,Rain
3/3/2018,9:31 AM,   54.0 °F ,   52.0 °F ,93%,   30.10 in ,   1.2 mi ,West,   9.2 mph ,Rain
3/3/2018,9:38 AM,   54.0 °F ,   52.0 °F ,93%,   30.10 in ,   2.0 mi ,WSW,   6.9 mph ,Rain
3/3/2018,9:43 AM,   54.0 °F ,   52.0 °F ,93%,   30.10 in ,   2.0 mi ,West,   6.9 mph ,Light Rain
3/3/2018,9:49 AM,   55.4 °F ,   51.8 °F ,88%,   30.10 in ,   8.0 mi ,West,   9.2 mph ,Light Rain
3/3/2018,9:50 AM,   55.0 °F ,   52.0 °F ,89%,   30.10 in ,   10.0 mi ,WSW,   8.1 mph ,Light Rain
3/3/2018,10:04 AM,   55.0 °F ,   51.1 °F ,86%,   30.11 in ,   10.0 mi ,WSW,   6.9 mph ,Overcast
3/3/2018,10:53 AM,   60.1 °F ,   48.0 °F ,64%,   30.10 in ,   10.0 mi ,West,   11.5 mph ,Overcast
3/3/2018,11:53 AM,   60.1 °F ,   45.0 °F ,57%,   30.09 in ,   10.0 mi ,SW,   11.5 mph ,Overcast
3/3/2018,12:53 PM,   61.0 °F ,   45.0 °F ,56%,   30.08 in ,   10.0 mi ,SSW,   12.7 mph ,Mostly Cloudy
3/3/2018,1:53 PM,   60.1 °F ,   46.0 °F ,60%,   30.07 in ,   10.0 mi ,SW,   8.1 mph ,Overcast
3/3/2018,2:53 PM,   61.0 °F ,   45.0 °F ,56%,   30.07 in ,   10.0 mi ,WSW,   15.0 mph ,Mostly Cloudy
3/3/2018,3:33 PM,   57.9 °F ,   50.0 °F ,75%,   30.07 in ,   10.0 mi ,WNW,   13.8 mph ,Mostly Cloudy
3/3/2018,3:53 PM,   57.0 °F ,   48.9 °F ,74%,   30.07 in ,   10.0 mi ,WNW,   11.5 mph ,Mostly Cloudy
3/3/2018,4:53 PM,   55.9 °F ,   48.0 °F ,75%,   30.07 in ,   10.0 mi ,West,   8.1 mph ,Mostly Cloudy
3/3/2018,5:53 PM,   55.9 °F ,   46.0 °F ,69%,   30.08 in ,   10.0 mi ,West,   9.2 mph ,Overcast
3/3/2018,6:53 PM,   55.0 °F ,   46.9 °F ,74%,   30.08 in ,   10.0 mi ,WNW,   5.8 mph ,Overcast
3/3/2018,7:53 PM,   55.0 °F ,   46.9 °F ,74%,   30.09 in ,   10.0 mi ,NW,   4.6 mph ,Mostly Cloudy
3/3/2018,8:53 PM,   53.1 °F ,   48.0 °F ,83%,   30.09 in ,   10.0 mi ,Calm,Calm,Partly Cloudy
3/3/2018,9:53 PM,   54.0 °F ,   48.9 °F ,83%,   30.10 in ,   10.0 mi ,West,   6.9 mph ,Overcast
3/3/2018,10:14 PM,   54.0 °F ,   48.9 °F ,83%,   30.10 in ,   10.0 mi ,WNW,   3.5 mph ,Overcast
3/3/2018,10:53 PM,   54.0 °F ,   48.9 °F ,83%,   30.10 in ,   10.0 mi ,WSW,   4.6 mph ,Mostly Cloudy
3/3/2018,11:53 PM,   55.0 °F ,   48.0 °F ,77%,   30.10 in ,   10.0 mi ,West,   10.4 mph ,Overcast
3/4/2018,12:53 AM,   53.1 °F ,   45.0 °F ,74%,   30.12 in ,   10.0 mi ,NW,   9.2 mph ,Overcast
3/4/2018,1:53 AM,   54.0 °F ,   42.1 °F ,64%,   30.12 in ,   10.0 mi ,WNW,   8.1 mph ,Overcast
3/4/2018,2:53 AM,   53.1 °F ,   42.1 °F ,66%,   30.12 in ,   10.0 mi ,NNW,   5.8 mph ,Scattered Clouds
3/4/2018,3:53 AM,   51.1 °F ,   43.0 °F ,74%,   30.12 in ,   10.0 mi ,NNW,   5.8 mph ,Partly Cloudy
3/4/2018,4:53 AM,   50.0 °F ,   43.0 °F ,77%,   30.13 in ,   10.0 mi ,NNW,   4.6 mph ,Partly Cloudy
3/4/2018,5:53 AM,   48.9 °F ,   42.1 °F ,77%,   30.15 in ,   10.0 mi ,Calm,Calm,Scattered Clouds
3/4/2018,6:53 AM,   48.0 °F ,   42.1 °F ,80%,   30.18 in ,   10.0 mi ,Calm,Calm,Partly Cloudy
3/4/2018,7:53 AM,   51.1 °F ,   39.9 °F ,66%,   30.20 in ,   10.0 mi ,NNE,   4.6 mph ,Partly Cloudy
3/4/2018,8:53 AM,   55.0 °F ,   37.9 °F ,53%,   30.22 in ,   10.0 mi ,West,   6.9 mph ,Scattered Clouds
3/4/2018,9:53 AM,   57.0 °F ,   37.0 °F ,47%,   30.23 in ,   10.0 mi ,West,   9.2 mph ,Scattered Clouds
3/4/2018,10:53 AM,   57.9 °F ,   35.1 °F ,42%,   30.22 in ,   10.0 mi ,SW,   5.8 mph ,Scattered Clouds
3/4/2018,11:53 AM,   57.9 °F ,   36.0 °F ,44%,   30.21 in ,   10.0 mi ,Variable,   5.8 mph ,Partly Cloudy
3/4/2018,12:53 PM,   61.0 °F ,   36.0 °F ,39%,   30.17 in ,   10.0 mi ,WNW,   9.2 mph ,Partly Cloudy
3/4/2018,1:53 PM,   61.0 °F ,   37.0 °F ,41%,   30.14 in ,   10.0 mi ,NW,   11.5 mph ,Partly Cloudy
3/4/2018,2:53 PM,   60.1 °F ,   36.0 °F ,41%,   30.12 in ,   10.0 mi ,WNW,   12.7 mph ,Clear
3/4/2018,3:53 PM,   59.0 °F ,   36.0 °F ,42%,   30.11 in ,   10.0 mi ,WNW,   16.1 mph ,Clear
3/4/2018,4:53 PM,   57.0 °F ,   34.0 °F ,42%,   30.12 in ,   10.0 mi ,NW,   12.7 mph ,Clear
3/4/2018,5:53 PM,   55.0 °F ,   37.9 °F ,53%,   30.13 in ,   10.0 mi ,NW,   12.7 mph ,Clear
3/4/2018,6:53 PM,   54.0 °F ,   37.9 °F ,55%,   30.15 in ,   10.0 mi ,NW,   6.9 mph ,Clear
3/4/2018,7:53 PM,   54.0 °F ,   37.9 °F ,55%,   30.16 in ,   10.0 mi ,North,   5.8 mph ,Clear
